#{"t_start": 1768807640.9609017, "env_id": "None"}
r,l,t
131.388192,73,721.825847
84.606461,58,722.525347
38.073869,15,722.707848
57.362924,38,723.23635
23.38358,9,723.554847
34.810091,15,723.737847
32.15883,14,724.436847
192.477331,112,725.996347
31.546942,23,726.503847
151.253693,108,732.744908
156.102894,67,733.634428
224.990123,147,734.644425
114.131176,61,735.461925
64.307737,41,736.004925
76.73806,52,736.250925
61.420206,56,736.992925
60.19251,49,737.699425
127.41668,56,738.271425
238.918379,159,744.232425
32.969143,12,744.734468
29.293841,13,745.073462
38.938081,27,745.577962
74.657853,37,746.278462
72.64025,38,746.648463
38.440702,34,746.867463
389.451577,269,749.195462
62.036696,29,749.907462
34.869443,37,750.123965
33.724364,16,750.482962
44.56676,28,750.848462
112.847095,71,751.763962
243.581795,153,754.423995
57.221358,28,754.943498
109.065307,500,760.837995
24.714978,9,761.006995
79.570452,48,766.057995
193.387116,79,766.993495
247.750052,126,768.298495
277.561526,139,769.912034
78.979157,30,770.543034
42.41467,15,771.011533
30.670032,16,771.498073
44.872567,21,771.689073
25.376206,28,772.037073
30.888771,15,772.223573
30.674564,17,772.558573
25.272351,12,772.745073
22.128391,9,773.074073
125.046785,70,773.820573
41.053973,31,774.026073
34.736036,14,774.207573
43.557549,25,774.718573
117.329665,65,775.612073
27.455869,11,775.783074
47.190157,25,776.138073
72.223553,35,776.886073
75.223065,31,777.236073
183.671925,215,779.202579
36.408501,17,779.69758
43.29719,18,779.87658
90.838939,47,780.44408
132.913501,70,781.02408
76.257838,52,781.57708
87.791202,47,782.96058
47.94354,20,783.31158
106.671042,52,784.04508
285.3305,151,786.036084
161.817958,117,787.461583
166.813858,91,788.270083
68.31993,29,789.204637
83.046697,36,789.731951
39.272353,37,790.581431
33.571682,16,790.925278
32.369579,15,791.261465
38.926508,18,791.762016
106.436121,60,792.646598
74.014477,41,793.021168
68.485668,30,793.229187
50.779784,16,798.103152
29.756783,12,798.294175
201.146657,108,799.45429
40.539994,27,799.928357
19.335286,8,800.093878
120.647893,61,801.349777
36.48591,17,801.532278
210.450602,133,802.865277
277.118988,134,804.401778
75.826474,30,805.065813
28.800551,9,805.389314
294.142855,146,807.210313
261.259287,139,808.986813
183.148032,94,810.127813
189.271695,118,812.061313
53.371115,34,812.807313
193.753241,107,813.329813
150.846227,85,814.605355
56.113662,33,814.828855
37.012659,17,815.308855
29.269139,10,815.478855
258.366216,194,818.910354
50.420978,23,819.094355
201.807911,104,819.959355
36.331986,21,820.468855
90.411957,48,820.882355
303.274396,171,823.108855
100.085297,48,823.648355
42.426745,32,824.016355
234.279591,129,829.703855
88.570845,50,830.259855
63.505904,34,830.634855
108.892292,61,831.190394
76.939516,36,831.885392
26.489974,12,832.375392
149.513491,92,834.151429
70.992524,32,834.503432
93.349425,41,835.01443
62.103798,24,835.52443
35.017452,28,836.245507
86.390714,56,836.839007
37.67915,15,837.335007
49.452507,26,837.673508
68.972552,47,838.367007
23.269007,12,838.549008
33.85327,25,838.731507
69.147888,65,839.430515
39.250935,23,839.618515
89.558297,58,845.762897
78.457311,49,846.324397
48.369227,23,846.521897
49.814143,24,846.708399
